Time        Displacement        Load
sec        mm        kN
57.02734375        0.414036942        9.308262695
57.12695313        0.41468718        9.347610352
57.2265625        0.413845206        9.362932617
57.32617188        0.416777271        9.391230469
57.42578125        0.416692114        9.429621094
57.52539063        0.417754258        9.455390625
57.625        0.420056313        9.482109375
57.72460938        0.41967415        9.510854492
57.82421875        0.421204779        9.518428711
57.92382813        0.422813493        9.572931641
58.0234375        0.423201447        9.585013672
58.12304688        0.424319791        9.604150391
58.22265625        0.425150734        9.638297852
58.32226563        0.424356316        9.648897461
58.421875        0.428611937        9.686224609
58.52148438        0.428196276        9.710682617
58.62109375        0.429045729        9.739643555
58.72070313        0.429788313        9.775768555
58.8203125        0.430515356        9.791105469
58.91992188        0.431116729        9.816030273
59.01953125        0.432954053        9.832891602
59.11914063        0.433368376        9.873507813
59.21875        0.432573026        9.901082031
59.31835938        0.436798116        9.922770508
59.41796875        0.435757654        9.954517578
59.51757813        0.436430768        9.956990234
59.6171875        0.439037278        10.01259863
59.71679688        0.43870791        10.03396777
59.81640625        0.440091768        10.05173047
59.91601563        0.442280143        10.09278711
60.015625        0.442597113        10.0945625
60.11523438        0.442676508        10.12670703
60.21484375        0.44406802        10.14796875
60.31445313        0.444932317        10.18538477
60.4140625        0.44415248        10.21069629
60.51367188        0.448115083        10.24683887
60.61328125        0.448670035        10.26009961
60.71289063        0.450427993        10.28676758
60.8125        0.447491766        10.30450781
60.91210938        0.450778287        10.3440332
61.01171875        0.451287371        10.35840039
61.11132813        0.45206194        10.37972656
61.2109375        0.453563931        10.40646875
61.31054688        0.453460962        10.43447168
61.41015625        0.455401634        10.48080566
61.50976563        0.457632501        10.48385742
61.609375        0.455673318        10.52503516
61.70898438        0.457751041        10.54304004
61.80859375        0.458848604        10.56200781
61.90820313        0.460799201        10.59111133
62.0078125        0.462482974        10.61483594
62.10742188        0.461333373        10.64711523
62.20703125        0.461149873        10.65260352
62.30664063        0.464612764        10.69327344
62.40625        0.464292418        10.7180625
62.50585938        0.465910853        10.7383291
62.60546875        0.466712372        10.77601172
62.70507813        0.468588289        10.7876123
62.8046875        0.468015525        10.82066504
62.90429688        0.47170496        10.8333584
63.00390625        0.472165557        10.85893066
63.10351563        0.470920466        10.90055078
63.203125        0.472683256        10.91341699
63.30273438        0.474190281        10.95348926
63.40234375        0.475240493        10.9736416
63.50195313        0.476079673        10.99639355
63.6015625        0.477182475        11.02345215
63.70117188        0.476995425        11.03719824
63.80078125        0.476407702        11.08254688
63.90039063        0.476697547        11.0794873
64        0.480602117        11.10936816
64.09960938        0.482282514        11.14877539
64.19921875        0.482630974        11.15889453
64.29882813        0.484035001        11.20566895
64.3984375        0.484186108        11.22281152
64.49804688        0.484319462        11.22772559
64.59765625        0.486121746        11.27412988
64.69726563        0.487600337        11.27559277
64.796875        0.489980797        11.32215332
64.89648438        0.490031554        11.32997461
64.99609375        0.48985274        11.35625098
65.09570313        0.490778824        11.37739063
65.1953125        0.49291586        11.41666992
65.29492188        0.493736705        11.43425586
65.39453125        0.492804276        11.44298926
65.49414063        0.494740845        11.47991016
65.59375        0.495569722        11.4947002
65.69335938        0.496952212        11.51848535
65.79296875        0.497135567        11.5385459
65.89257813        0.498199428        11.55561523
65.9921875        0.499494141        11.59961914
66.09179688        0.500727852        11.60299805
66.19140625        0.501776347        11.63520801
66.29101563        0.502931012        11.6745791
66.390625        0.502882816        11.68574805
66.49023438        0.504654134        11.71551172
66.58984375        0.504360476        11.7198623
66.68945313        0.505256758        11.75220801
66.7890625        0.506188837        11.78313086
66.88867188        0.509972451        11.77708691
66.98828125        0.508697936        11.81496973
67.08789063        0.509034377        11.80791016
67.1875        0.510039099        11.84353906
67.28710938        0.511560531        11.87213574
67.38671875        0.51224418        11.87826855
67.48632813        0.51504065        11.91664453
67.5859375        0.517641136        11.91748145
67.68554688        0.516309403        11.95507031
67.78515625        0.516196073        11.96283105
67.88476563        0.517277163        11.96570898
67.984375        0.51903585        12.00426563
68.08398438        0.520272297        12.00485254
68.18359375        0.519652618        12.03615137
68.28320313        0.521776034        12.05165137
68.3828125        0.521724869        12.06012891
68.48242188        0.523430586        12.09095313
68.58203125        0.524992298        12.08701758
68.68164063        0.525609415        12.11702246
68.78125        0.525380252        12.12201172
68.88085938        0.527558324        12.14633105
68.98046875        0.529462704        12.16809277
69.08007813        0.529600075        12.17877051
69.1796875        0.530071557        12.21269531
69.27929688        0.531363068        12.21485352
69.37890625        0.531076454        12.2291709
69.47851563        0.533534039        12.26641211
69.578125        0.534916238        12.27305664
69.67773438        0.535445171        12.29697656
69.77734375        0.536080624        12.30545703
69.87695313        0.535198022        12.30879688
69.9765625        0.539180997        12.33671777
70.07617188        0.538015331        12.33956738
70.17578125        0.540443521        12.38147266
70.27539063        0.540700974        12.37429395
70.375        0.542076421        12.3967627
70.47460938        0.543216825        12.4278457
70.57421875        0.545589253        12.42813379
70.67382813        0.54511911        12.45012207
70.7734375        0.545982854        12.45562695
70.87304688        0.544609327        12.47974023
70.97265625        0.546351832        12.49808105
71.07226563        0.547185075        12.50809766
71.171875        0.550117693        12.53877344
71.27148438        0.549663848        12.55696777
71.37109375        0.553144317        12.56868262
71.47070313        0.552700949        12.58910449
71.5703125        0.552802463        12.60102539
71.66992188        0.554309285        12.6222373
71.76953125        0.555920415        12.62508691
71.86914063        0.556134386        12.64961719
71.96875        0.557557214        12.66798828
72.06835938        0.557726657        12.67824902
72.16796875        0.560808345        12.70009473
72.26757813        0.560016488        12.70694238
72.3671875        0.56141743        12.73403906
72.46679688        0.560759683        12.74283301
72.56640625        0.563805399        12.76536914
72.66601563        0.564009242        12.79150586
72.765625        0.564246089        12.7918252
72.86523438        0.566014729        12.8128418
72.96484375        0.56380051        12.82417773
73.06445313        0.565893773        12.84649121
73.1640625        0.568345597        12.87276563
73.26367188        0.568965159        12.87315723
73.36328125        0.570416742        12.90776172
73.46289063        0.57091366        12.90987305
73.5625        0.570785021        12.92430078
73.66210938        0.572401972        12.94343262
73.76171875        0.574462872        12.94631055
73.86132813        0.574624282        12.98664453
73.9609375        0.575485174        12.98391504
74.06054688        0.57729648        13.01585742
74.16015625        0.578912848        13.02315234
74.25976563        0.579035899        13.03763379
74.359375        0.580303778        13.07056445
74.45898438        0.579101034        13.05365039
74.55859375        0.583806017        13.0880918
74.65820313        0.581477245        13.10258301
74.7578125        0.583660556        13.1084375
74.85742188        0.584107474        13.15253613
74.95703125        0.586200331        13.15081543
75.05664063        0.585999049        13.18034863
75.15625        0.587117975        13.19621191
75.25585938        0.588310999        13.20107031
75.35546875        0.591070624        13.22510254
